BibNum,Title,Author,ISBN,PublicationYear,Publisher,Subjects,ItemType,ItemCollection,FloatingItem,ItemLocation,ReportDate,ItemCount
2850085,Tea cakes for Tosh / Kelly Starling Lyons ; illustrated by E.B. Lewis.,"Lyons, Kelly Starling","0399252134, 9780399252136",[2012],"G.P. Putnam's Sons,","Grandmothers Juvenile fiction, Baking Juvenile fiction, Storytelling Juvenile fiction, Old age Fiction, African Americans Juvenile fiction",jcbk,ncpic,,nga,03/01/2020,1
2972538,"Ben Jonson and the cavalier poets : authoritative texts, criticism / selected and edited by Hugh Maclean.","Maclean, Hugh, 1919-","0393043878, 0393093085, 9780393043877, 9780393093087",[1974],"Norton,","Jonson Ben 1573 1637 Criticism and interpretation, English poetry Early modern 1500 1700, English poetry Early modern 1500 1700 History and criticism, Royalists Great Britain",acbk,canf,,cen,07/01/2020,1
2922568,The collaboration : Hollywood's pact with Hitler / Ben Urwand.,"Urwand, Ben, 1977-","0674724747, 9780674724747",2013.,"The Belknap Press of Harvard University Press,","Motion pictures American Germany History 20th century, Motion picture industry Germany History 20th century, Motion picture industry United States History 20th century, National socialism and motion pictures, Germany Civilization American influences",acbk,canf,,cen,09/01/2020,2
3184425,The crow / James O'Barr.,"O'Barr, J.","1451627254, 9781451627251",2011.,"Gallery Books,","Crow Fictitious character Comic books strips etc, Horror comics, Paranormal fiction, Graphic novels, Occult fiction",acbk,nacomic,,mag,06/01/2020,1
1902833,Shadows and wind : a view of modern Vietnam / Robert Templer.,"Templer, Robert, 1966-",0140285970,1999.,"Penguin Books,","Vietnam, Vietnam Description and travel",acbk,nanf,,gwd,10/01/2020,1
1731687,Junie B. Jones loves handsome Warren / by Barbara Park ; illustrated by Denise Brunkus.,"Park, Barbara","0679866965, 067996696X",[1996],"Random House,","Friendship Fiction, Kindergarten Juvenile fiction, Schools Fiction",jcbk,ncef,,qna,07/01/2020,1
3462647,Under a hoodoo moon : the life of Dr. John the Night Tripper / Dr. John (Mac Rebennack) and Jack Rummel.,"Dr. John, 1941-2019,","0312131976, 9780312131975",[1995],"St. Martin's Griffin,","Dr John 1941 2019, Rock musicians United States Biography",acbk,canf,,cen,06/01/2020,2
2904234,Zero point / Neal Asher.,"Asher, Neal L., 1961-","1597804703, 9781597804707",[2013],"Night Shade Books,","Interplanetary voyages Fiction, Good and evil Fiction, Science fiction",acbk,nasf,,swt,09/01/2020,1
3407525,Hamster Holmes. A bit stumped / by Albin Sadar ; illustrated by Valerio Fabbretti.,"Sadar, Albin","1534421912, 1534421920, 9781534421912, 9781534421929",2018.,"Simon Spotlight,","Hamsters Juvenile fiction, Fireflies Juvenile fiction, Animals Juvenile fiction, Mystery and detective stories, Lost and found possessions Fiction, HAMSTERS Juvenile fiction, HAMSTERS Fiction",jcbk,ncrdr,Floating,wal,04/01/2020,1
2800364,The final leap : suicide on the Golden Gate Bridge / John Bateson.,"Bateson, John, 1951-","0520272404, 9780520272408",[2012],"University of California Press,","Suicide victims California San Francisco, Suicide California San Francisco, Golden Gate Bridge San Francisco Calif",acbk,canf,,cen,05/01/2020,1
3480586,Mumbo gumbo murder / Laura Childs with Terrie Farley Moran.,"Childs, Laura","0451489578, 9780451489579",2019.,"Berkley Prime Crime,","Bertrand Carmela Fictitious character Fiction, Murder Investigation Fiction, New Orleans La Fiction, Jazz festivals Louisiana New Orleans Fiction, Detective and mystery fiction",acbk,namys,,swt,11/01/2020,1
1807927,"Patient A, and other plays : five plays / by Lee Blessing.","Blessing, Lee",0435086626,[1995],"Heinemann,",,acbk,canf,,cen,01/01/2020,1
2926827,Death by food pyramid / Denise Minger.,"Minger, Denise, 1987-","0984755128, 9780984755127",[2013],"Primal Blueprint Publishing,","Nutrition, Food industry and trade United States, Food industry and trade Political activity United States, Food habits United States, Food Composition",acbk,canf,,cen,03/01/2020,2
3082859,The school play mystery / David A. Adler ; illustrated by Susanna Natti.,"Adler, David A.","0142403555, 9780142403556",2011.,"Puffin,","Jansen Cam Fictitious character Juvenile fiction, Theater Juvenile fiction, Schools Juvenile fiction, Mystery and detective stories",jcbk,ncef,,bro,08/01/2020,1
3224262,Game of shadows / Erika Lewis.,"Lewis, Erika, 1968-","0765381389, 9780765381385",2017.,"Tor,","Imaginary places Fiction, Mothers and sons Fiction, Fantasy fiction, Psychological fiction",acbk,casf,,cen,01/01/2020,2
1934916,Captain Underpants and the perilous plot of Professor Poopypants : the fourth epic novel / by Dav Pilkey.,"Pilkey, Dav, 1966-","0439049970, 0439049989",2000.,"Blue Sky Press,","Captain Underpants Fictitious character Juvenile fiction, Schools Fiction, School principals Juvenile fiction, Heroes Juvenile fiction, Cartoons and comics, Humorous stories",jcbk,ncef,,fre,06/01/2020,1
3347800,"The recognition sūtras : a complete translation and explanation of the 1,000-year-old spiritual masterpiece the Pratyabhijñā-hrdaya by Rājānaka Kṣemarāja / Christopher D. Wallis.","Kṣemarāja, active 11th century,","0989761371, 098976138X, 9780989761376, 9780989761383",[2017],"Mattamayūra Press,",Kashmir Saivism Doctrines Early works to 1800,acbk,canf,,cen,12/01/2020,1
2834385,Return to the willows / Jacqueline Kelly ; illustrations by Clint Young.,"Kelly, Jacqueline","080509413X, 9780805094138",2012.,"Henry Holt,","Toad of Toad Hall Fictitious character Juvenile fiction, Moles Animals Juvenile fiction, Rats Juvenile fiction, Badgers Juvenile fiction, Toads Juvenile fiction, Animals Fiction, Country life England Juvenile fiction, Friendship Fiction",jcbk,ncfic,,wts,05/01/2020,1
2249620,Light and liberty : reflections on the pursuit of happiness / Thomas Jefferson; edited by Eric S. Petersen.,"Jefferson, Thomas, 1743-1826",0679643117,2004.,"Modern Library,","Jefferson Thomas 1743 1826 Quotations, Conduct of life Quotations maxims etc",acbk,canf,,cen,12/01/2020,1
3070100,"Thea Stilton and the lost letters / text by Thea Stilton ; illustrations by Barbara Pellizzari and Chiara Balleello (pencils), Valeria Cairoli (base color), and Daniele Verzini (color) ; translated by Emily Clement.","Stilton, Thea","0545656028, 9780545656023",[2015],"Scholastic Inc.,","Stilton Thea Juvenile fiction, Ice skating Fiction, Stealing Fiction, Mystery and detective stories, Mice Juvenile fiction, Skating Juvenile fiction, Contests Juvenile fiction, Theft Juvenile fiction, Sisters Juvenile fiction, Russia Federation Juvenile fiction",jcbk,ncfic,,bal,06/01/2020,1
3426139,Kingfisher animal encyclopedia / David Burnie.,"Burnie, David","075347459X, 9780753474594",[2018],"Kingfisher,","Animals Juvenile literature, Animals Encyclopedias Juvenile",jcbk,ncnf,,rbe,03/01/2020,1
3018678,Where's Waldo? : the wonder book / Martin Handford.,"Handford, Martin","0763645303, 9780763645304",2014.,"Candlewick Press,","Wally Fictitious character from Handford Juvenile fiction, Voyages and travels Juvenile fiction, Picture puzzles Juvenile fiction",jcbk,ncpic,,wal,09/01/2020,1
3261786,The Instant Pot® electric pressure cooker cookbook : easy recipes for fast & healthy meals / Laurel Randolph.,"Randolph, Laurel","1623156122, 9781623156121",[2016],"Rockridge Press,","Pressure cooking, One dish meals, Quick and easy cooking, Cooking, Smart cookers, Cookbooks",acbk,nanf,,bal,12/01/2020,1
3153729,"Old friends, new friends / by Patricia Hall ; illustrated by Alison Winfield.","Hall, Patricia, 1948-","1481450859, 1481450867, 9781481450850, 9781481450867",2015.,"Simon Spotlight,","Raggedy Ann Fictitious character Juvenile fiction, Raggedy Andy Fictitious character Juvenile fiction, Friendship Juvenile fiction",jcbk,ncrdr,,uni,12/01/2020,1
3223586,Snow hens / by Janet Morgan Stoeke.,"Stoeke, Janet Morgan","0448488434, 0448488442, 9780448488431, 9780448488448",2016.,"Penguin Group Usa,","Chickens Juvenile fiction, Hens Juvenile fiction",jcbk,ncrdr,,dth,10/01/2020,2
3226664,"XO, OX : a love story / Adam Rex ; pictures by Scott Campbell.","Rex, Adam","1626722889, 9781626722880",2017.,"Roaring Brook Press,","Love Fiction, Humorous stories, Oxen Juvenile fiction, Gazelles Juvenile fiction, Letters Juvenile fiction",jcbk,ncpic,,net,02/01/2020,1
3336296,The Arabian Nights = Alf laylah wa-laylah / translated by Husain Haddawy ; based on the text of the fourteenth-century Syrian manuscript edited by Muhsin Mahdi.,,"0393313670, 0393331660, 9780393313673, 9780393331660",2008.,"W W Norton & Co Inc,","Arabs Folklore, Folklore Arab countries, Fairy tales",acbk,nanf,,lcy,02/01/2020,1
3111555,Friends in high places : a Liberty Lane mystery / Caro Peacock.,"Peacock, Caro","0727885057, 9780727885050",2015.,"Severn House Publishers Ltd.,","Lane Liberty Fictitious character Fiction, Women private investigators Fiction, Murder Investigation England London Fiction, London England Social conditions 19th century Fiction, Historical fiction, Mystery fiction",acbk,camys,,cen,07/01/2020,1
2807019,"The United States Constitution : a Round Table comic / written by Thomas Jefferson, John Adams, Thomas Paine, James Madison ; adapted by Nadja Baer ; illustrated by Nathan Lueth.","Baer, Nadja","1610660250, 9781610660259",2012.,"Round Table Comics,","United States Constitution Comic books strips etc, Constitutional history United States Comic books strips etc, Graphic novels, Nonfiction comics",acbk,cycomic,,cen,10/01/2020,1
3182178,"125 wacky roadside attractions : see all the weird, wonderful, and downright bizarre landmarks from around the world!.",,"1426324073, 1426324081, 9781426324079, 9781426324086",2016.,"National Geographic,","Automobile travel Guidebooks Juvenile literature, Curiosities and wonders Guidebooks Juvenile literature",jcbk,ccnf,,cen,11/01/2020,2
3045599,Must. Push. Buttons! / Jason Good ; illustrated by Jarrett J. Krosoczka.,"Good, Jason","1619630958, 9781619630956",2015.,"Bloomsbury,","Toddlers Juvenile fiction, Thought and thinking Juvenile fiction, Humorous stories",jcbk,ncpic,,lcy,01/01/2020,1
2238780,Hunting down Saddam : the inside story of the search and capture / Robin Moore.,"Moore, Robin, 1925-2008",0312329164,2004.,"St. Martin's Press,","Hussein Saddam 1937 2006, United States Army Special Forces, Iraq War 2003 2011",acbk,canf,,cen,06/01/2020,1
2197803,Cat's eye / Margaret Atwood.,"Atwood, Margaret, 1939-",0385491026,[1998],"Anchor Books,","Women painters Ontario Toronto Fiction, Friendship Ontario Toronto Fiction, Girls Ontario Toronto Fiction, Toronto Ont Fiction, Psychological fiction",acbk,cafic,,cen,10/01/2020,2
2179193,The cat who killed Lilian Jackson Braun : a parody / by Robert Kaplow.,"Kaplow, Robert",1893224848,[2003],"New Millennium Press,","Braun Lilian Jackson Fiction, Humorous fiction, Detective and mystery fiction, Parodies Literature, Satirical literature",acbk,camys,,cen,11/01/2020,1
3410273,Big damn hero / by James Lovegrove ; original story concept by Nancy Holder ; [consulting editor Joss Whedon],"Lovegrove, James","1785658263, 9781785658266",2018.,"Titan Books,","Space warfare Fiction, Imaginary wars and battles Fiction, Science fiction",acbk,nasf,,bal,08/01/2020,1
3111055,Pirates of the Caribbean. At world's end / based on the characters created by Ted Elliot & Terry Rossio and Stuart Beattie and Jay Wolpert ; written by Ted Elliott & Terry Rossio ; based on Walt Disney's Pirates of the Caribbean produced by Jerry Bruckheimer ; directed by Gore Verbinski ; retold by Karen Holmes.,"Holmes, Karen, 1955-","1405892056, 9781405892056",[2009],"Pearson Education,","Pirates Caribbean Area Fiction, Treasure troves Caribbean Area Fiction, Seafaring life Caribbean Sea Fiction, Readers Adult, Readers for new literates, High interest low vocabulary books, Reading comprehension Problems exercises etc, English language Textbooks for foreign speakers, Adventure fiction, Movie novels",bcbk,naread,,bea,08/01/2020,1
3409761,Dark lover / J.R. Ward.,"Ward, J. R., 1969-","0451468104, 9780451468109",2018.,"Berkley,","Vampires Fiction, Man woman relationships Fiction, Paranormal romance stories",acbk,cafic,,cen,02/01/2020,2
2729757,Habibi / Craig Thompson.,"Thompson, Craig, 1975-","0375424148, 9780375424144",[2011],"Pantheon Books,","Slaves Comic books strips etc, Refugees Comic books strips etc, Interpersonal relations Comic books strips etc, Comics Graphic works, Graphic novels",acbk,nacomic,,bea,09/01/2020,1
3175718,The complete day skipper : skippering with confidence right from the start / Tom Cunliffe.,"Cunliffe, Tom, 1947-","1472924169, 9781472924162",2016.,"Adlard Coles Nautical,","Seamanship Handbooks manuals etc, Sailing Handbooks manuals etc",acbk,canf,,cen,06/01/2020,1
3096812,Compost city : practical composting know-how for small-space living / Rebecca Louie.,"Louie, Rebecca","1611802202, 9781611802207",[2015],"Roost Books,",Compost,acbk,canf,,cen,06/01/2020,2
1284960,"Plays / Georg Kaiser ; translated from the German by B.J. Kenworthy, H.F. Garten, Elizabeth Sprigge.","Kaiser, Georg, 1878-1945","0714537632, 071453899X",<1981- >,"J. Calder ; Riverrun Press,",Kaiser Georg 1878 1945 Translations into English,acbk,canf,,cen,11/01/2020,2
3228717,"Talking as fast as I can : from Gilmore girls to Gilmore girls, (and everything in between) / Lauren Graham.","Graham, Lauren, 1967-","0425285170, 9780425285176",[2016],"Ballantine Books,","Graham Lauren 1967, Actresses United States Biography",acbk,nanf,,cap,09/01/2020,1
3289214,Earthquakes / Ellen J. Prager ; illustrated by Susan Greenstein.,"Prager, Ellen J.","1426328346, 9781426328343",2017.,"National Geographic,",Earthquakes Juvenile literature,jcbk,ncenf,,mag,01/01/2020,1
3167617,"Waking the spirit : a musician's journey healing body, mind, and soul / Andrew Schulman ; with an afterword by Marvin A. McMillen.","Schulman, Andrew, 1952-","1250055776, 9781250055774",2016.,"Picador,","Schulman Andrew 1952, Guitarists United States Biography, Music therapists, Music therapy, Critical care medicine",acbk,nanf,,mag,10/01/2020,1
3487497,Talking to strangers : what we should know about the people we don't know / Malcolm Gladwell.,"Gladwell, Malcolm, 1963-","0316535575, 9780316535571",2019.,"Little, Brown and Company,","Psychology Applied, Social psychology, Strangers, Trust, Conduct of life Miscellanea, Interpersonal relations Miscellanea, Large type books",acbk,nalpnf,Floating,mag,02/01/2020,1
3060577,Ready Rabbit gets ready! / Brenna Maloney ; photographs by Chuck Kennedy.,"Maloney, Brenna","0670015490, 9780670015498",[2015],"Viking, an imprint of Penguin Group (USA),","Imagination Juvenile fiction, Rabbits Juvenile fiction",jcbk,ncpic,,wts,03/01/2020,1
3292515,"His Royal Highness, King Baby : a terrible true story / Sally Lloyd-Jones ; illustrated by David Roberts.","Lloyd-Jones, Sally, 1960-","0763697931, 9780763697938",2017.,"Candlewick Press,","Brothers and sisters Juvenile fiction, Imagination Juvenile fiction, Jealousy Juvenile fiction, Humorous stories, Kings queens rulers etc Fiction, Babies Fiction, Picture books",jcbk,ncpic,,gwd,03/01/2020,1
19343,"Alexandria still : Forster, Durrell, and Cavafy / Jane Lagoudis Pinchin.","Pinchin, Jane Lagoudis, 1942-",0691062838,[1977],"Princeton University Press,","Cavafy Constantine 1863 1933 Criticism and interpretation, Forster E M Edward Morgan 1879 1970 Criticism and interpretation, Durrell Lawrence Criticism and interpretation, Alexandria Egypt",acbk,canf,,cen,04/01/2020,1
2235729,Summer of the sea serpent / by Mary Pope Osborne ; illustrated by Sal Murdocca.,"Osborne, Mary Pope","0375827358, 0375927352, 9780375864919",[2004],"Random House,","Time travel Juvenile fiction, Magic Juvenile fiction, Selkies Juvenile fiction, Swords Juvenile fiction, Tree houses Juvenile fiction, Brothers and sisters Juvenile fiction",jcbk,ncef,,net,08/01/2020,1
3462669,Harry Houdini / Kjartan Poskitt ; illustrations by Geraint Ford.,"Poskitt, Kjartan","1419738623, 9781419738623",2019.,"Abrams Books for Young Readers,","Houdini Harry 1874 1926 Juvenile literature, Escape artists United States Biography Juvenile literature, Magicians United States Biography Juvenile literature, Houdini Harry 1874 1926, Escape artists, Magicians, Biographies, Illustrated works",jcbk,ccb,,cen,12/01/2020,1
